Label	Weight	Text
l_VAPOCen_Calendar	12.21883	am i available
l_VAPOCen_Calendar	12.21883	give me details of the next appointment
l_VAPOCen_Calendar	12.21883	tickets for wicked please
l_VAPOCen_Calendar	12.21883	where is the meeting
l_VAPOCen_Calendar	12.21883	add party at jane s for saturday evening at 7
l_VAPOCen_Calendar	12.21883	adding dentist appointment to my calendar
l_VAPOCen_Calendar	12.21883	add team meeting to my calendar at 10pm with xiaoming wang
l_VAPOCen_Calendar	12.21883	find harvard crimson next game tickets
l_VAPOCen_Calendar	12.21883	how much time before lunch
l_VAPOCen_Calendar	12.21883	change my next meeting
l_VAPOCen_Calendar	12.21883	do i have any appointments today
l_VAPOCen_Calendar	12.21883	reserve room 258
l_VAPOCen_Calendar	12.21883	do i have any spare time before next appointment
l_VAPOCen_Calendar	12.21883	what is my meeting summary today
l_VAPOCen_Calendar	12.21883	running late for the board meeting alert sally sue and all the other attendees
l_VAPOCen_Calendar	12.21883	next page
l_VAPOCen_Calendar	12.21883	add vacation to my calendar from july 4th until july 29th
l_VAPOCen_Calendar	12.21883	no location
l_VAPOCen_Calendar	12.21883	push my trip july 16th out 5 days
l_VAPOCen_Calendar	12.21883	let's find a new meeting location
l_VAPOCen_Calendar	12.21883	i want to set up a meeting
l_VAPOCen_Calendar	12.21883	how long is me facial time
l_VAPOCen_Calendar	12.21883	cancel meeting with bob 3pm today
l_VAPOCen_Calendar	12.21883	change the end date of my trip from the 3rd to the 4th
l_VAPOCen_Calendar	12.21883	view lisa 's calendar
l_VAPOCen_Calendar	12.21883	how many days until my doctor ' s appointment
l_VAPOCen_Calendar	12.21883	connect to conference call now
l_VAPOCen_Calendar	12.21883	will lisa be going to the meeting on frday
l_VAPOCen_Calendar	12.21883	where is the performance review meeting
l_VAPOCen_Calendar	12.21883	update my calendar from 2 pm to 4 pm today
l_VAPOCen_Calendar	12.21883	change it to 5pm
l_VAPOCen_Calendar	12.21883	clear my schedule
l_VAPOCen_Calendar	12.21883	show me my calendar for monday
l_VAPOCen_Calendar	12.21883	let me see who will attend party planning meeting
l_VAPOCen_Calendar	12.21883	new location for meeting this afternoon let others attendees know meeting is now in room 100
l_VAPOCen_Calendar	12.21883	when is my next appointment
l_VAPOCen_Calendar	12.21883	link join next meeting
l_VAPOCen_Calendar	12.21883	how much time as of now is set for the bill payments
l_VAPOCen_Calendar	12.21883	create a calendar appointment at 3:30 tomorrow for half an hour
l_VAPOCen_Calendar	12.21883	let 5 pm meeting starting at 3
l_VAPOCen_Calendar	12.21883	change shave tomorrow 8 30
l_VAPOCen_Calendar	12.21883	how much time until next scheduled appointment
l_VAPOCen_Calendar	12.21883	when is sports day for the girls
l_VAPOCen_Calendar	12.21883	clear my schedule today
l_VAPOCen_Calendar	12.21883	connect me with conference call
l_VAPOCen_Calendar	12.21883	cancel my event
l_VAPOCen_Calendar	12.21883	message colleagues that meeting needs to be moved to 8 : 30 am
l_VAPOCen_Calendar	12.21883	how much time open today
l_VAPOCen_Calendar	12.21883	where is my 11 am meeting tomorrow
l_VAPOCen_Calendar	12.21883	appointment
l_VAPOCen_Calendar	12.21883	change my dentist appointment from 3:30 to 4
l_VAPOCen_Calendar	12.21883	create an appointment
l_VAPOCen_Calendar	12.21883	let next meeting starting at 10am
l_VAPOCen_Calendar	12.21883	change thursday team meeting
l_VAPOCen_Calendar	12.21883	tell everyone the meeting is now in room 204
l_VAPOCen_Calendar	12.21883	where do i need to go today
l_VAPOCen_Calendar	12.21883	when is concert on my calendar
l_VAPOCen_Calendar	12.21883	cancel calendar entry
l_VAPOCen_Calendar	12.21883	move shoe appointment to tuesday at one
l_VAPOCen_Calendar	12.21883	delete my meeting
l_VAPOCen_Calendar	12.21883	add school nurse visit to home calendar for friday at 3 pm
l_VAPOCen_Calendar	12.21883	did hellen come to 3 pm ' s meeting
l_VAPOCen_Calendar	12.21883	my 9 o ' clock meeting can ' t start until 915 can you let everyone know
l_VAPOCen_Calendar	12.21883	how long do i have for lunch
l_VAPOCen_Calendar	12.21883	what meet rooms do i have
l_VAPOCen_Calendar	12.21883	check sally 's calendar for this weekend
l_VAPOCen_Calendar	12.21883	clear all of my appointments today
l_VAPOCen_Calendar	12.21883	how much time does my meetings take up
l_VAPOCen_Calendar	12.21883	is it going to last long
l_VAPOCen_Calendar	12.21883	what can i accomplish today
l_VAPOCen_Calendar	12.21883	adding dentist appointment to my calendar tomorrow from 3 for an hour
l_VAPOCen_Calendar	12.21883	how many hours until my doc appointment
l_VAPOCen_Calendar	12.21883	i want to meet with harry so book the conference room for thursday at one
l_VAPOCen_Calendar	12.21883	what are my meetings today
l_VAPOCen_Calendar	12.21883	obtain the appointment with sarah
l_VAPOCen_Calendar	12.21883	message everyone advising that i will be late to the meeting
l_VAPOCen_Calendar	12.21883	how much time to i have for lunch today
l_VAPOCen_Calendar	12.21883	send a message to the meeting attendees that the meeting will now start at 830 am
l_VAPOCen_Calendar	12.21883	where is my next appointment
l_VAPOCen_Calendar	12.21883	what is my meeting with stephanie about
l_VAPOCen_Calendar	12.21883	when do i have exam
l_VAPOCen_Calendar	12.21883	drop my appointment for monday
l_VAPOCen_Calendar	12.21883	list the attendees of the next meeting
l_VAPOCen_Calendar	12.21883	what ' s happening today
l_VAPOCen_Calendar	12.21883	change recital to start half an hour earlier
l_VAPOCen_Calendar	12.21883	block my calendar from 4pm wednesday till the end of the day friday for trip to east coast
l_VAPOCen_Calendar	12.21883	title
l_VAPOCen_Calendar	12.21883	book the conference room for thursday at one i want to meet with harry
l_VAPOCen_Calendar	12.21883	how long until my next appointment
l_VAPOCen_Calendar	12.21883	what time is beth over today
l_VAPOCen_Calendar	12.21883	please go back
l_VAPOCen_Calendar	12.21883	when is my next meeting with paul
l_VAPOCen_Calendar	24.43766	create a meeting at 5pm
l_VAPOCen_Calendar	12.21883	put dentist appointment on my calendar for tomorrow
l_VAPOCen_Calendar	12.21883	duration of machine learning talk
l_VAPOCen_Calendar	12.21883	dial marketing meeting
l_VAPOCen_Calendar	12.21883	display john 's availability
l_VAPOCen_Calendar	12.21883	where is that meeting
l_VAPOCen_Calendar	12.21883	what is my next event
l_VAPOCen_Calendar	12.21883	move my meeting from 6pm to 5pm
l_VAPOCen_Calendar	12.21883	go back please
l_VAPOCen_Calendar	12.21883	add to exchange calendar
l_VAPOCen_Calendar	12.21883	please alert those attending the meeting that i am running a few minutes late
l_VAPOCen_Calendar	12.21883	how many days is it until christmas
l_VAPOCen_Calendar	12.21883	create a meeting with jing li at 5 pm tomorrow for one hour
l_VAPOCen_Calendar	12.21883	show my calendar
l_VAPOCen_Calendar	12.21883	am i free on the 12th of july
l_VAPOCen_Calendar	12.21883	change 10am meeting to start 20 minutes later
l_VAPOCen_Calendar	12.21883	extend meeting from 9 am to 12 am
l_VAPOCen_Calendar	12.21883	where is my 11 am appointment tomorrow happening
l_VAPOCen_Calendar	12.21883	check my mom 's schedule
l_VAPOCen_Calendar	12.21883	delete this appointment
l_VAPOCen_Calendar	12.21883	when is my next trip to kew garde
l_VAPOCen_Calendar	12.21883	i want to meet with harry please book for thursday the conference room at one
l_VAPOCen_Calendar	12.21883	change 5 pm appointment 1 hour earlier
l_VAPOCen_Calendar	12.21883	what do i have on my calendar today
l_VAPOCen_Calendar	12.21883	when is my picnic lunch today
l_VAPOCen_Calendar	12.21883	where am i meeting john
l_VAPOCen_Calendar	12.21883	delete the scheduled meeting with jay
l_VAPOCen_Calendar	12.21883	what is my schedule tomorrow
l_VAPOCen_Calendar	12.21883	update a meeting at 11am
l_VAPOCen_Calendar	12.21883	previous
l_VAPOCen_Calendar	12.21883	create an appointment from 1//2013 to 1//2013
l_VAPOCen_Calendar	12.21883	send reminder of 9 am meeting to all participants 15 minutes later
l_VAPOCen_Calendar	12.21883	who is my morning meeting with
l_VAPOCen_Calendar	12.21883	create appointment at 3pm
l_VAPOCen_Calendar	12.21883	how much longer do i have before pick up luca from school
l_VAPOCen_Calendar	12.21883	add an appointment to my personal calendar
l_VAPOCen_Calendar	12.21883	look up my next appointment for me
l_VAPOCen_Calendar	12.21883	delete the appointment with petter
l_VAPOCen_Calendar	12.21883	tell me about my meeting today
l_VAPOCen_Calendar	12.21883	please let them know i'm late
l_VAPOCen_Calendar	12.21883	is stewie available friday
l_VAPOCen_Calendar	12.21883	how many days until the 10th of december
l_VAPOCen_Calendar	12.21883	will shawn be attending the management meeting
l_VAPOCen_Calendar	12.21883	change my ten am appointment
l_VAPOCen_Calendar	12.21883	is corey free on monday
l_VAPOCen_Calendar	12.21883	create a meeting with qiong for today 3pm
l_VAPOCen_Calendar	12.21883	new event
l_VAPOCen_Calendar	12.21883	is josalyn busy thursday at 4
l_VAPOCen_Calendar	12.21883	cancel my next appointment
l_VAPOCen_Calendar	12.21883	please inform tim that i will be late for our meeting today
l_VAPOCen_Calendar	12.21883	how much time do i have free until my next meeting
l_VAPOCen_Calendar	12.21883	where is dinner with stephanie
l_VAPOCen_Calendar	12.21883	cancel my appointment at 9pm
l_VAPOCen_Calendar	12.21883	please inform the teacher that i will be late for the meeting
l_VAPOCen_Calendar	12.21883	how long until the social
l_VAPOCen_Calendar	12.21883	nokia conference room join
l_VAPOCen_Calendar	12.21883	is jenny going to be at the next meeting
l_VAPOCen_Calendar	12.21883	tell me the events scheduled at calendar constitution hall
l_VAPOCen_Calendar	12.21883	how long till my next appointment
l_VAPOCen_Calendar	12.21883	add me to the conference call
l_VAPOCen_Calendar	12.21883	who do i have next
l_VAPOCen_Calendar	12.21883	schedule rambling for friday through sunday
l_VAPOCen_Calendar	12.21883	notify attendees of office meeting that i will be a little later
l_VAPOCen_Calendar	12.21883	postpone my four p. m. meeting today until five p. m.
l_VAPOCen_Calendar	12.21883	how much time do i have until my next appointment
l_VAPOCen_Calendar	12.21883	cancel the appointment
l_VAPOCen_Calendar	12.21883	update my tomorrow 6pm meeting to 7pm
l_VAPOCen_Calendar	12.21883	will karen be free on friday
l_VAPOCen_Calendar	12.21883	change the appointment ending at 4 to end at 5 instead
l_VAPOCen_Calendar	12.21883	change calendar
l_VAPOCen_Calendar	12.21883	please move this to 3pm
l_VAPOCen_Calendar	12.21883	show me who will be at planning meeting tomorrow at 2 pm
l_VAPOCen_Calendar	12.21883	change it to 5 pm
l_VAPOCen_Calendar	12.21883	cancel lpm staff meeting
l_VAPOCen_Calendar	12.21883	show me the confirmed attendees
l_VAPOCen_Calendar	12.21883	cancel dinner
l_VAPOCen_Calendar	12.21883	check kronos calendar
l_VAPOCen_Calendar	12.21883	add appointment
l_VAPOCen_Calendar	12.21883	cancel doctor ' s appointment monday
l_VAPOCen_Calendar	12.21883	please return back
l_VAPOCen_Calendar	12.21883	email henry matthew
l_VAPOCen_Calendar	12.21883	let next meeting starting at 10 am
l_VAPOCen_Calendar	12.21883	cancel appointment
l_VAPOCen_Calendar	12.21883	am i free for hiking on saturday at 8 am
l_VAPOCen_Calendar	12.21883	how much time as set for the bill payments
l_VAPOCen_Calendar	12.21883	return please
l_VAPOCen_Calendar	12.21883	how long will i wait for the next appointment
l_VAPOCen_Calendar	12.21883	today ' s lunch will be how long
l_VAPOCen_Calendar	12.21883	change big event to tomorrow
l_VAPOCen_Calendar	12.21883	move appt with rebecca to next week
l_VAPOCen_Calendar	12.21883	change the time
l_VAPOCen_Calendar	12.21883	move party planning meeting from saturday to friday at 1pm
l_VAPOCen_Calendar	12.21883	how many days till april
l_VAPOCen_Calendar	12.21883	purchase tickets for seahawks game saturday
l_VAPOCen_Calendar	12.21883	move my 10 past 10 doctor ' s appointment to 10
l_VAPOCen_Calendar	12.21883	link join my next meeting
l_VAPOCen_Calendar	12.21883	what is the schedule before that
l_VAPOCen_Calendar	12.21883	how many hours
l_VAPOCen_Calendar	12.21883	notify friday s 2 pm that we are cancelling the meeting
l_VAPOCen_Calendar	12.21883	minutes in lunch break
l_VAPOCen_Calendar	12.21883	location of 11 am meeting
l_VAPOCen_Calendar	12.21883	i need to know about my next appointment
l_VAPOCen_Calendar	12.21883	find the meeting around 5 to 8pm
l_VAPOCen_Calendar	12.21883	create appointment for 30 minutes
l_VAPOCen_Calendar	12.21883	will tony be at next meeting
l_VAPOCen_Calendar	12.21883	update calendar
l_VAPOCen_Calendar	12.21883	appending group meeting next monday at 9am
l_VAPOCen_Calendar	12.21883	read the third
l_VAPOCen_Calendar	12.21883	where is it
l_VAPOCen_Calendar	12.21883	what do i have going on today
l_VAPOCen_Calendar	12.21883	running late to my meeting please let patty know
l_VAPOCen_Calendar	12.21883	please alert attendees meeting is at 8:30
l_VAPOCen_Calendar	12.21883	how much time is there before office meeting
l_VAPOCen_Calendar	12.21883	add to my google calendar
l_VAPOCen_Calendar	12.21883	how much time is there for errands during my lunch break
l_VAPOCen_Calendar	12.21883	what have i got on tomorrow
l_VAPOCen_Calendar	12.21883	how much time before next appointment
l_VAPOCen_Calendar	12.21883	delete my schedule
l_VAPOCen_Calendar	12.21883	how much time do i have before my next meeting
l_VAPOCen_Calendar	12.21883	can you reserve room 258 right away
l_VAPOCen_Calendar	12.21883	today
l_VAPOCen_Calendar	12.21883	when ' s my 1st appointment tomorrow
l_VAPOCen_Calendar	12.21883	find suzan
l_VAPOCen_Calendar	12.21883	where is my eleven o'clock meeting
l_VAPOCen_Calendar	12.21883	what ' s on my schedule
l_VAPOCen_Calendar	12.21883	when is juan free
l_VAPOCen_Calendar	12.21883	what ' s my next meeting
l_VAPOCen_Calendar	12.21883	change appointment
l_VAPOCen_Calendar	12.21883	make appointment
l_VAPOCen_Calendar	12.21883	create a event with kane li at 4pm today for 30 mins
l_VAPOCen_Calendar	12.21883	when is my next hair cut appointment
l_VAPOCen_Calendar	12.21883	find attendees who will attend 8 o ' clock meeting
l_VAPOCen_Calendar	12.21883	add picture day at school to my calendar for friday, september the 9th from 8am to 9:30am
l_VAPOCen_Calendar	12.21883	what is my next meeting
l_VAPOCen_Calendar	12.21883	join next meeting
l_VAPOCen_Calendar	12.21883	when do i work tomorrow
l_VAPOCen_Calendar	12.21883	i need to delete this appointment from my calendar
l_VAPOCen_Calendar	12.21883	connect me to the budget meeting conference call
l_VAPOCen_Calendar	12.21883	how long is my dentist appointment
l_VAPOCen_Calendar	24.43766	how long is my 4 o clock meeting
l_VAPOCen_Calendar	12.21883	please let all in work group know meeting to start at 91 5
l_VAPOCen_Calendar	12.21883	cancel my meeting at shanghai on monday at 10 am
l_VAPOCen_Calendar	12.21883	create an event at 1pm
l_VAPOCen_Calendar	12.21883	join my next meeting
l_VAPOCen_Calendar	12.21883	what ' s on my calendar
l_VAPOCen_Calendar	12.21883	how long is my next appointment
l_VAPOCen_Calendar	12.21883	i want to create a meeting
l_VAPOCen_Calendar	12.21883	who is attending the meetings
l_VAPOCen_Calendar	12.21883	what was my first appointment
l_VAPOCen_Calendar	12.21883	running late for meeting - notify others
l_VAPOCen_Calendar	12.21883	please inform meeting attendees that i am running late
l_VAPOCen_Calendar	12.21883	how much time for lunch today
l_VAPOCen_Calendar	12.21883	view bob calendar
l_VAPOCen_Calendar	12.21883	where is my forth event with john friday
l_VAPOCen_Calendar	12.21883	back the last step
l_VAPOCen_Calendar	12.21883	i need you to find a new meeting location
l_VAPOCen_Calendar	12.21883	lync join next meeting
l_VAPOCen_Calendar	12.21883	join current conference call
l_VAPOCen_Calendar	12.21883	what is my next schedule
l_VAPOCen_Calendar	12.21883	what time is oshwin's interview
l_VAPOCen_Calendar	12.21883	where is margot lunch
l_VAPOCen_Calendar	12.21883	move my meeting to 6pm from 7pm
l_VAPOCen_Calendar	12.21883	what is parker 's availability next tuesday
l_VAPOCen_Calendar	12.21883	cancel that appointment
l_VAPOCen_Calendar	12.21883	make the meeting ending at 10 go until 11
l_VAPOCen_Calendar	12.21883	when and where is my next meeting
l_VAPOCen_Calendar	12.21883	how much time until noon
l_VAPOCen_Calendar	12.21883	change my 7 30 pm appointment to 8 pm
l_VAPOCen_Calendar	12.21883	cancel the calendar
l_VAPOCen_Calendar	12.21883	put dentist appointment on my calendar
l_VAPOCen_Calendar	12.21883	tell me how much free time i have before next appt
l_VAPOCen_Calendar	12.21883	connect me with my 2 o clock meeting
l_VAPOCen_Calendar	12.21883	what time is my next appointment
l_VAPOCen_Calendar	12.21883	i would like to go back
l_VAPOCen_Calendar	12.21883	change my meeting at night to tomorrow
l_VAPOCen_Calendar	12.21883	am i free on monday at 9 pm
l_VAPOCen_Calendar	12.21883	create a meeting with alice@gmail.com
l_VAPOCen_Calendar	12.21883	search gene 's calendar for availability
l_VAPOCen_Calendar	12.21883	who is attending the meeting
l_VAPOCen_Calendar	12.21883	please alert 3 o ' clock meeting attendees
l_VAPOCen_Calendar	12.21883	who shall be joining the meeting tomorrow at 2 pm
l_VAPOCen_Calendar	12.21883	where i'm doing this weekend
l_VAPOCen_Calendar	12.21883	create calendar : tomorrow morning from 9 to 11 at 1103 room for internal meeting
l_VAPOCen_Calendar	12.21883	how much time do i have until i go to the store
l_VAPOCen_Calendar	12.21883	i need to know about my date with stephanie
l_VAPOCen_Calendar	12.21883	cancel that meeting
l_VAPOCen_Calendar	12.21883	find an available meeting room from 3 to 5 tomorrow
l_VAPOCen_Calendar	12.21883	add another 30 minutes to meeting with nina
l_VAPOCen_Calendar	12.21883	conference join
l_VAPOCen_Calendar	12.21883	how much time out on lunch
l_VAPOCen_Calendar	12.21883	add an appointment to my calendar
l_VAPOCen_Calendar	12.21883	delete birthday calendar
l_VAPOCen_Calendar	12.21883	change cinema location
l_VAPOCen_Calendar	12.21883	when is the social
l_VAPOCen_Calendar	12.21883	where ' s my next appointment
l_VAPOCen_Calendar	12.21883	cancel the meeting
l_VAPOCen_Calendar	12.21883	is tony participating next meeting
l_VAPOCen_Calendar	12.21883	will coco be at the morning briefing meeting
l_VAPOCen_Calendar	12.21883	schedule campaign from friday to sunday
l_VAPOCen_Calendar	12.21883	delete the appointment with mom
l_VAPOCen_Calendar	12.21883	connect me to conference call
l_VAPOCen_Calendar	12.21883	delete that appointment
l_VAPOCen_Calendar	12.21883	tickets for nine inch nails in copenhagen
l_VAPOCen_Calendar	12.21883	please move this to 3 pm
l_VAPOCen_Calendar	12.21883	what is that meeting with john about
l_VAPOCen_Calendar	12.21883	what's going on this week
l_VAPOCen_Calendar	12.21883	what allotted time is for hair dresser
l_VAPOCen_Calendar	12.21883	how long is my next meeting
l_VAPOCen_Calendar	12.21883	add reminder for jane s party saturday evening at 7
l_VAPOCen_Calendar	12.21883	cancel my driving lesson tomorrow
l_VAPOCen_Calendar	12.21883	get to my next event
l_VAPOCen_Calendar	12.21883	cancel event tomorrow
l_VAPOCen_Calendar	12.21883	change time
l_VAPOCen_Calendar	12.21883	where is tomorrow ' s event
l_VAPOCen_Calendar	12.21883	second one
l_VAPOCen_Calendar	12.21883	room 100 is location for this afternoon ' s meeting please notify others
l_VAPOCen_Calendar	12.21883	will janice be at our weekly team meeting
l_VAPOCen_Calendar	12.21883	connect me to 10 00 conf call with rob
l_VAPOCen_Calendar	12.21883	will tony be attending my next meeting
l_VAPOCen_Calendar	12.21883	put dance on my calendar from 6 to 7
l_VAPOCen_Calendar	12.21883	change the time of my meeting
l_VAPOCen_Calendar	12.21883	append birthday for mom
l_VAPOCen_Calendar	12.21883	show me where my next appointment is
l_VAPOCen_Calendar	12.21883	tell me about my planned trip
l_VAPOCen_Calendar	12.21883	create an event
l_VAPOCen_Calendar	12.21883	schedule doctor ' s appointment
l_VAPOCen_Calendar	12.21883	where is tomorrow ' s 11 am meeting
l_VAPOCen_Calendar	12.21883	when's my next trip
l_VAPOCen_Calendar	12.21883	i want to see a comedy theatre next weekend
l_VAPOCen_Calendar	12.21883	am i free tonight
l_VAPOCen_Calendar	12.21883	change an appointment
l_VAPOCen_Calendar	12.21883	can you check my dad 's calendar for free time this week
l_VAPOCen_Calendar	12.21883	when am i free today
l_VAPOCen_Calendar	12.21883	who is going to tomorrow ' s meeting tomorrow
l_VAPOCen_Calendar	12.21883	cancel lunch next wednesday
l_VAPOCen_Calendar	12.21883	can you change it to 5 pm
l_VAPOCen_Calendar	12.21883	clear all my appointments
l_VAPOCen_Calendar	12.21883	detail about tomorrow 's meeting
l_VAPOCen_Calendar	12.21883	what do i have from monday through wednesday
l_VAPOCen_Calendar	12.21883	show me the place of the work smart training
l_VAPOCen_Calendar	12.21883	i need to know about my meeting
l_VAPOCen_Calendar	12.21883	notify others that i am going to be late to meeting
l_VAPOCen_Calendar	12.21883	tell me all about dinner date with stephanie
l_VAPOCen_Calendar	12.21883	who is coming the the meeting tomorrow at 2 pm
l_VAPOCen_Calendar	12.21883	alert quality control meeting participants that the meeting will be 30 minutes later
l_VAPOCen_Calendar	12.21883	when is the wedding tomorrow
l_VAPOCen_Calendar	12.21883	what ' s on my calendar for today
l_VAPOCen_Calendar	12.21883	who is in my next meeting
l_VAPOCen_Calendar	12.21883	will tony be at the meeting
l_VAPOCen_Calendar	12.21883	update my meeting from 6pm to 7pm
l_VAPOCen_Calendar	12.21883	how much time do i have
l_VAPOCen_Calendar	12.21883	move party planning meeting from saturday to friday at 1 pm
l_VAPOCen_Calendar	12.21883	how many minutes free do i have before next scheduled appointment
l_VAPOCen_Calendar	12.21883	who is in that meeting
l_VAPOCen_Calendar	12.21883	remove dentist appointment
l_VAPOCen_Calendar	12.21883	get me on the conference call
l_VAPOCen_Calendar	12.21883	how long is my meeting at 4
l_VAPOCen_Calendar	12.21883	change my 11 pm appointment's location to cal anderson park
l_VAPOCen_Calendar	12.21883	will andree be in insurance mting monday at noon
l_VAPOCen_Calendar	12.21883	who responded to meeting request
l_VAPOCen_Calendar	12.21883	start my conference
l_VAPOCen_Calendar	12.21883	when is my meeting with amber and susan
l_VAPOCen_Calendar	12.21883	how many days until march twenty six
l_VAPOCen_Calendar	12.21883	join the next lync meeting
l_VAPOCen_Calendar	12.21883	do i have anything today
l_VAPOCen_Calendar	12.21883	make next meeting to start 1 hour later
l_VAPOCen_Calendar	12.21883	tell me how long is today ' s lunch break
l_VAPOCen_Calendar	12.21883	where are my meetings today
l_VAPOCen_Calendar	12.21883	i ' d like to take dinner in a quiet restaurant in downtown
l_VAPOCen_Calendar	12.21883	can you move this appointment to 5pm
l_VAPOCen_Calendar	12.21883	go back to the main menu
l_VAPOCen_Calendar	12.21883	what am i doing tonight
l_VAPOCen_Calendar	12.21883	previous page
